time,value
1581612258993,132
1581612259119,131
1581612259170,132
1581612259198,131
1581612259223,132
1581612259859,131
1581612259886,132
1581612259963,131
1581612260014,132
1581612260191,131
1581612260242,132
1581612260728,131
1581612260829,132
1581612260984,131
1581612261009,132
1581612261162,130
1581612261187,132
1581612261213,131
1581612261240,130
1581612261264,132
1581612261314,131
1581612261340,132
1581612261365,131
1581612261443,132
1581612261522,131
1581612261598,132
1581612261623,130
1581612261649,132
1581612261801,131
1581612261826,132
1581612261978,131
1581612262004,132
1581612262231,131
1581612262257,132
1581612262384,131
1581612262435,132
1581612262794,131
1581612262820,132
1581612263023,131
1581612263074,132
1581612263252,131
1581612263277,132
1581612263405,131
1581612263430,132
1581612263689,131
1581612263715,132
1581612264019,131
1581612264096,132
1581612264198,131
1581612264250,132
1581612264302,131
1581612264328,132
1581612264634,130
1581612264660,132
1581612264837,131
1581612264862,132
1581612264914,131
1581612264939,132
1581612264965,131
1581612264991,132
1581612265018,131
1581612265096,132
1581612265224,130
1581612265250,132
1581612265277,131
1581612265303,132
1581612265463,131
1581612265489,132
1581612265665,130
1581612265691,132
1581612265816,131
1581612265842,132
1581612265869,131
1581612265920,132
1581612266052,131
1581612266131,132
1581612266156,131
1581612266259,130
1581612266284,130
1581612266336,132
1581612266413,131
1581612266463,130
1581612266489,131
1581612266541,132
1581612266591,131
1581612266642,132
1581612266846,131
1581612266872,132
1581612267103,131
1581612267130,132
1581612267207,131
1581612267289,130
1581612267314,132
1581612267495,131
1581612267572,132
1581612267651,131
1581612267701,132
1581612267909,131
1581612267936,132
1581612268049,131
1581612268141,132
1581612268296,131
1581612268347,132
1581612268503,131
1581612268527,132
1581612268684,130
1581612268709,132
1581612268734,131
1581612268785,132
1581612268812,131
1581612268841,132
1581612269044,131
1581612269096,132
1581612269274,131
1581612269324,132
1581612269452,131
1581612269552,132
1581612269910,130
1581612269934,132
1581612270087,130
1581612270112,132
1581612270291,131
1581612270342,132
1581612270447,131
1581612270472,132
1581612270497,132
1581612270524,132
1581612270877,130
1581612270902,131
1581612270928,132
1581612270980,131
1581612271005,132
1581612271055,131
1581612271080,132
1581612271335,131
1581612271386,132
1581612271538,131
1581612271564,132
1581612271743,131
1581612271794,132
1581612272126,131
1581612272151,132
1581612272177,131
1581612272228,132
1581612272306,131
1581612272356,132
1581612272431,131
1581612272457,132
1581612272482,131
1581612272511,132
1581612272536,131
1581612272563,132
1581612272690,131
1581612272741,132
1581612273125,131
1581612273151,132
1581612273330,132
1581612273356,132
1581612273507,131
1581612273582,132
1581612273923,131
1581612273949,132
1581612274077,131
1581612274102,132
1581612274153,131
1581612274180,132
1581612274596,131
1581612274649,132
1581612274728,131
1581612274804,132
1581612274828,131
1581612274854,132
1581612274905,131
1581612274930,132
1581612274956,131
1581612274983,132
1581612275135,131
1581612275161,132
1581612275186,131
1581612275211,132
1581612275339,131
1581612275417,132
1581612275595,131
1581612275621,132
1581612275776,131
1581612275802,132
1581612275852,131
1581612275876,132
1581612275927,130
1581612275952,132
1581612275977,130
1581612276052,132
1581612276154,131
1581612276229,132
1581612276381,131
1581612276406,132
1581612276585,132
1581612276611,132
1581612276841,130
1581612276865,132
1581612277016,131
1581612277043,132
1581612277144,131
1581612277170,132
1581612277220,131
1581612277246,132
1581612277298,131
1581612277324,132
1581612277350,131
1581612277427,132
1581612277608,131
1581612277635,132
1581612277735,131
1581612277760,132
1581612278015,131
1581612278040,130
1581612278068,132
1581612278197,131
1581612278221,132
1581612278658,130
1581612278684,132
1581612278759,131
1581612278784,132
1581612279014,130
1581612279040,131
