time,value
1581597443809,134
1581597443863,135
1581597443915,134
1581597443940,133
1581597443993,134
1581597444018,135
1581597444044,134
1581597444069,133
1581597444096,134
1581597444276,135
1581597444332,134
1581597444548,135
1581597444599,134
1581597444681,135
1581597444706,134
1581597444757,135
1581597444808,134
1581597444835,133
1581597444859,134
1581597444911,135
1581597444937,134
1581597444964,135
1581597444990,134
1581597445017,133
1581597445043,134
1581597445097,133
1581597445148,134
1581597445279,134
1581597445360,135
1581597445516,133
1581597445542,135
1581597445598,134
1581597445730,133
1581597445754,135
1581597445833,134
1581597445885,135
1581597445911,134
1581597446148,135
1581597446172,134
1581597446279,135
1581597446305,133
1581597446333,135
1581597446358,134
1581597446436,135
1581597446512,134
1581597446589,135
1581597446643,134
1581597446967,133
1581597446992,133
1581597447019,133
1581597447044,134
1581597447069,135
1581597447095,133
1581597447122,134
1581597447228,135
1581597447254,133
1581597447279,134
1581597447410,134
1581597447437,135
1581597447463,134
1581597447649,133
1581597447674,135
1581597447754,134
1581597447781,135
1581597447806,134
1581597447883,135
1581597447910,134
1581597447988,133
1581597448041,134
1581597448066,133
1581597448091,135
1581597448141,134
1581597448167,135
1581597448221,134
1581597448274,135
1581597448328,134
1581597448352,135
1581597448404,134
1581597448561,135
1581597448585,134
1581597448691,135
1581597448770,134
1581597448903,133
1581597448929,135
1581597448955,134
1581597449058,133
1581597449083,135
1581597449138,133
1581597449164,135
1581597449269,133
1581597449294,134
1581597449476,135
1581597449501,134
1581597449551,135
1581597449576,134
1581597449630,135
1581597449656,134
1581597449735,135
1581597449813,134
1581597449916,133
1581597449942,134
1581597449994,135
1581597450046,134
1581597450071,135
1581597450096,133
1581597450279,135
1581597450357,134
1581597450384,135
1581597450409,134
1581597450486,132
1581597450512,134
1581597450616,135
1581597450667,134
1581597450694,135
1581597450748,134
1581597450775,135
1581597450802,134
1581597450879,135
1581597450907,134
1581597450984,135
1581597451036,133
1581597451062,135
1581597451219,134
1581597451247,135
1581597451350,134
1581597451402,133
1581597451452,134
1581597451479,135
1581597451534,134
1581597451665,135
1581597451691,134
1581597451716,135
1581597451768,134
1581597451820,135
1581597451846,135
1581597451873,135
1581597451898,134
1581597452058,135
1581597452085,133
1581597452139,135
1581597452165,134
1581597452219,135
1581597452245,133
1581597452299,135
1581597452453,133
1581597452529,134
1581597452660,133
1581597452684,134
1581597453104,134
1581597453182,134
1581597453549,133
1581597453600,135
1581597453991,133
1581597454016,135
1581597454148,134
1581597454302,134
1581597454633,133
1581597454658,135
1581597454738,133
1581597454816,135
1581597455077,133
1581597455105,135
1581597455132,134
1581597455265,135
1581597455319,134
1581597455371,135
1581597455400,134
1581597455529,135
1581597455581,134
1581597455608,133
1581597455634,135
1581597456027,133
1581597456052,134
1581597456266,133
1581597456318,134
1581597456344,135
1581597456396,134
1581597456476,135
1581597456502,134
1581597456553,135
1581597456606,134
1581597456656,135
1581597456711,134
1581597456815,135
1581597456840,134
1581597456866,133
1581597456892,134
1581597456919,133
1581597456971,134
1581597456997,133
1581597457023,134
1581597457765,134
1581597457790,135
1581597457842,134
1581597457894,135
1581597457946,134
1581597458287,135
1581597458312,134
1581597458366,135
1581597458391,134
1581597458469,135
1581597458576,133
1581597458601,134
1581597458652,135
1581597458679,134
1581597458860,135
1581597458886,134
1581597458994,135
1581597459048,133
1581597459074,134
1581597459231,134
1581597459258,134
1581597459283,135
1581597459308,134
1581597459519,135
1581597459549,134
1581597459651,135
1581597459677,134
1581597459730,133
1581597459756,135
1581597459808,134
1581597459889,133
1581597459915,134
1581597459941,135
1581597459993,134
1581597460098,133
1581597460124,134
1581597460490,133
1581597460601,135
1581597460654,134
1581597460707,135
1581597460757,134
1581597460782,135
1581597460806,134
1581597460992,135
1581597461017,134
1581597461146,135
1581597461173,134
1581597461199,135
1581597461277,134
1581597461302,135
1581597461328,134
1581597461353,133
1581597461406,134
1581597461432,135
1581597461486,134
1581597461589,135
1581597461616,134
1581597461642,135
1581597461746,134
1581597461825,133
1581597461851,135
1581597461926,133
1581597462030,135
1581597462059,134
1581597462289,135
1581597462341,134
1581597462394,133
1581597462419,134
1581597462682,131
1581597462707,134
1581597462839,133
1581597462864,134
1581597463022,133
1581597463051,135
1581597463078,133
1581597463186,135
1581597463213,134
1581597463292,135
1581597463317,134
1581597463395,135
1581597463420,134
1581597463526,135
1581597463606,134
1581597463710,135
1581597463762,134
1581597464128,133
1581597464153,134
1581597464206,135
1581597464257,134
1581597464311,134
1581597464336,134
1581597464388,135
1581597464439,134
1581597464570,133
1581597464596,134
1581597464648,133
1581597464673,135
1581597464701,133
1581597464726,134
1581597464779,135
1581597464804,133
1581597464832,135
1581597464857,134
1581597464964,133
1581597464992,134
1581597465096,135
1581597465147,134
1581597465201,135
1581597465280,134
1581597465330,135
1581597465355,134
1581597465380,135
1581597465406,134
1581597465484,135
1581597465561,134
1581597465693,135
1581597465747,134
1581597466030,133
1581597466055,134
1581597466241,135
1581597466266,134
1581597466319,135
1581597466344,134
1581597466475,133
1581597466500,134
1581597466833,133
1581597466859,134
1581597466910,135
1581597466935,134
1581597467039,135
1581597467273,134
1581597467405,135
1581597467431,134
1581597467456,135
1581597467482,134
1581597467560,133
1581597467585,135
1581597467611,134
1581597468004,135
1581597468029,134
1581597468159,133
1581597468186,135
1581597468265,134
1581597468318,133
1581597468343,134
1581597468396,135
1581597468421,134
1581597468446,135
1581597468497,134
1581597468603,133
1581597468628,135
1581597468944,133
1581597468969,134
1581597469050,135
1581597469076,134
1581597469127,135
1581597469154,134
1581597469289,135
1581597469343,134
1581597469393,135
1581597469418,134
1581597469444,133
1581597469470,134
1581597469575,133
1581597469627,135
1581597469677,135
1581597469731,135
1581597469756,134
1581597469783,133
1581597469809,135
1581597469836,133
1581597469861,134
1581597469940,135
1581597469993,134
1581597470124,135
1581597470232,134
1581597470257,133
1581597470282,134
1581597470361,135
1581597470387,134
1581597470470,133
1581597470495,134
1581597470522,135
1581597470547,134
1581597470911,133
1581597470936,135
1581597471015,134
1581597471302,135
1581597471328,134
1581597471380,135
1581597471432,134
1581597471535,135
1581597471560,134
1581597471715,134
1581597472106,133
1581597472132,135
1581597472449,133
1581597472476,134
1581597472634,135
1581597472659,134
1581597472684,135
1581597472710,134
1581597472916,135
1581597472968,134
1581597473020,135
1581597473097,134
1581597473152,135
1581597473178,134
1581597473233,135
1581597473286,134
1581597473312,135
1581597473364,134
1581597473544,135
1581597473570,134
1581597473620,135
1581597473646,134
1581597473780,135
1581597473832,134
1581597473990,135
1581597474016,133
1581597474094,135
1581597474171,134
1581597474276,135
1581597474301,133
1581597474431,134
1581597474457,133
1581597474483,135
1581597474509,133
1581597474590,135
1581597474668,133
1581597474695,134
1581597474747,135
1581597474772,134
1581597474951,135
1581597475029,134
1581597475238,135
1581597475264,132
1581597475289,134
1581597475315,133
1581597475341,134
1581597475392,133
1581597475420,135
1581597475445,134
1581597475470,133
1581597475495,134
1581597475550,135
1581597475600,134
1581597475679,135
1581597475705,134
1581597475838,135
1581597475915,134
1581597475965,133
1581597476016,135
1581597476042,134
1581597476122,135
1581597476147,134
1581597476224,135
1581597476300,134
1581597476382,133
1581597476407,134
1581597476459,135
1581597476539,134
1581597476616,135
1581597476642,133
1581597476694,135
1581597476743,134
1581597476794,133
1581597476819,134
1581597476870,135
1581597476949,134
1581597477054,133
1581597477080,135
1581597477446,133
1581597477472,134
1581597477498,135
1581597477550,134
1581597477627,135
1581597477655,134
1581597477759,135
1581597477812,134
1581597478123,133
1581597478149,135
1581597478176,135
1581597478228,134
1581597478387,135
1581597478411,134
1581597478567,135
1581597478592,134
1581597478619,135
1581597478644,134
1581597478855,135
1581597478881,134
1581597478959,135
1581597479010,134
1581597479088,135
1581597479114,134
1581597479167,135
1581597479193,134
1581597479220,135
1581597479244,134
1581597479319,133
1581597479345,134
1581597479370,133
1581597479395,135
1581597479449,134
1581597479656,135
1581597479707,134
1581597479786,135
1581597479815,134
1581597479946,133
1581597479971,135
1581597479997,133
1581597480049,134
1581597480103,135
1581597480130,134
1581597480237,135
1581597480288,134
1581597480338,133
1581597480365,134
1581597480496,135
1581597480549,134
1581597480624,135
1581597480680,134
1581597480731,135
1581597480783,134
1581597480915,135
1581597480967,134
1581597481070,133
1581597481095,134
1581597481279,135
1581597481304,134
1581597481332,135
1581597481359,134
1581597481542,135
1581597481619,134
1581597481671,135
1581597481699,134
1581597481776,135
1581597481832,134
1581597481912,135
1581597481938,134
1581597482016,135
1581597482067,134
1581597482145,135
1581597482194,134
1581597482463,135
1581597482512,134
1581597482745,135
1581597482798,134
1581597482954,133
1581597483030,135
1581597483081,134
1581597483213,135
1581597483292,134
1581597483446,133
1581597483471,135
1581597484201,133
1581597484226,134
1581597484279,133
1581597484308,135
1581597484359,134
1581597484410,135
1581597484437,134
1581597484515,135
1581597484567,134
1581597484617,132
1581597484642,134
1581597484719,135
1581597484746,134
1581597484771,135
1581597484798,134
1581597484877,135
1581597484902,135
1581597484979,135
1581597485005,134
1581597485030,132
1581597485055,135
1581597485419,133
1581597485526,135
1581597486067,133
1581597486093,134
1581597486144,133
1581597486170,135
1581597486249,134
1581597486305,135
1581597486333,133
1581597486439,134
1581597486798,133
1581597486823,134
1581597487162,133
1581597487189,135
1581597487795,133
1581597487902,135
1581597487953,134
1581597488035,135
1581597488060,134
1581597488113,135
1581597488164,134
1581597488190,135
1581597488241,134
1581597488291,135
1581597488396,134
1581597488501,135
1581597488528,134
1581597488579,135
1581597488634,134
1581597488685,135
1581597488737,134
1581597488789,135
1581597488817,134
1581597488976,135
1581597489026,134
1581597489104,135
1581597489131,133
1581597489158,135
1581597489209,134
1581597489289,133
1581597489314,134
1581597489340,135
1581597489444,134
1581597489599,135
1581597489653,134
1581597489704,135
1581597489730,134
1581597489783,135
1581597489808,134
1581597489835,135
1581597489860,134
1581597489939,133
1581597489993,135
1581597490093,133
1581597490119,135
1581597490146,134
1581597490198,135
1581597490251,134
1581597490384,135
1581597490489,134
1581597490540,135
1581597490566,134
1581597490644,135
1581597490697,134
1581597490721,135
1581597490778,134
1581597490831,133
1581597490882,134
1581597491142,135
1581597491169,134
1581597491271,135
1581597491298,134
1581597491426,133
1581597491451,135
1581597491819,133
1581597491844,134
1581597492002,135
1581597492027,134
1581597492105,135
1581597492131,134
1581597492312,135
1581597492339,134
1581597492470,132
1581597492497,135
1581597492710,133
1581597492736,134
1581597492761,135
1581597492869,133
1581597492895,134
1581597492975,133
1581597493000,134
1581597493052,135
1581597493107,134
1581597493136,133
1581597493190,134
1581597493347,135
1581597493373,134
1581597493684,135
1581597493735,133
1581597493760,134
1581597493894,135
1581597493919,134
1581597493946,135
1581597493971,134
1581597494021,135
1581597494049,134
1581597494075,135
1581597494101,134
1581597494203,135
1581597494281,134
1581597494307,135
1581597494363,134
1581597494389,135
1581597494519,134
1581597494545,135
1581597494570,134
1581597494595,135
1581597494647,134
1581597494804,134
1581597495011,134
1581597495142,135
1581597495636,133
1581597495661,135
1581597495736,134
1581597495811,135
1581597495837,133
1581597495863,134
1581597496018,135
1581597496069,133
1581597496171,135
1581597496222,134
1581597496299,135
1581597496326,133
1581597496351,135
1581597496401,134
1581597496427,135
1581597496477,134
1581597496555,135
1581597496580,134
1581597496605,135
1581597496682,134
1581597496733,135
1581597496759,133
1581597496785,135
1581597496810,134
1581597496914,135
1581597496939,134
1581597497015,135
1581597497067,134
1581597497093,135
1581597497119,133
1581597497195,134
1581597497804,133
1581597497881,135
1581597497907,134
1581597497959,134
1581597497985,134
1581597498137,135
1581597498162,134
1581597498213,133
1581597498238,135
1581597498465,133
1581597498491,135
1581597498617,133
1581597498669,134
1581597498695,135
1581597498772,134
1581597498899,133
1581597498925,134
1581597499025,135
1581597499052,134
1581597499103,135
1581597499128,134
1581597499385,135
1581597499436,134
1581597499666,135
1581597499691,134
1581597499818,135
1581597499843,134
1581597499920,133
1581597499945,134
1581597499970,135
1581597500045,134
1581597500170,135
1581597500246,134
1581597500349,135
1581597500400,134
1581597500530,133
1581597500556,135
1581597500607,133
1581597500632,134
1581597500835,135
1581597500861,134
1581597501092,135
1581597501169,134
1581597501219,135
1581597501295,134
1581597501346,135
1581597501371,134
1581597501447,135
1581597501547,134
1581597501599,135
1581597501624,134
1581597501649,135
1581597501725,134
1581597501829,133
1581597501854,134
1581597501982,135
1581597502008,134
1581597502033,135
1581597502111,134
1581597502239,133
1581597502265,134
1581597502368,135
1581597502394,133
1581597502419,134
1581597502444,135
1581597502469,133
1581597502495,135
1581597502599,133
1581597502677,134
1581597502909,133
1581597502937,135
1581597502988,134
1581597503063,135
1581597503089,134
1581597503165,135
1581597503191,134
1581597503216,135
1581597503242,134
1581597503393,135
1581597503495,134
1581597503573,135
1581597503652,134
1581597503678,133
1581597503704,134
1581597503781,135
1581597503807,134
1581597504090,135
1581597504115,133
1581597504139,134
1581597504164,135
1581597504265,134
1581597504290,135
1581597504315,134
1581597504367,135
1581597504518,133
1581597504544,134
1581597504570,135
1581597504595,133
1581597504622,135
1581597504648,134
1581597504674,135
1581597504702,134
1581597504727,135
1581597504803,134
1581597504986,135
1581597505012,134
1581597505038,135
1581597505063,134
1581597505090,135
1581597505144,134
1581597505170,135
1581597505197,134
1581597505248,135
1581597505272,134
1581597505298,135
1581597505323,134
1581597505404,133
1581597505429,135
1581597505533,134
1581597505794,135
1581597505820,134
1581597506108,135
1581597506237,134
1581597506265,135
1581597506394,134
1581597506525,135
1581597506608,134
1581597506660,133
1581597506687,134
1581597506736,133
1581597506764,134
1581597506817,135
1581597506895,133
1581597506922,135
1581597507496,133
1581597507835,134
1581597507966,133
1581597508017,135
1581597508068,134
1581597508276,135
1581597508331,134
1581597508382,135
1581597508408,134
1581597508458,135
1581597508512,133
1581597508537,134
1581597508667,135
1581597508719,134
1581597508873,135
1581597508900,134
1581597509028,135
1581597509054,134
1581597509082,135
1581597509134,134
1581597509238,135
1581597509292,134
1581597509501,133
1581597509525,134
1581597509682,135
1581597509813,134
1581597509840,135
1581597509891,134
1581597509919,135
1581597510049,134
1581597510180,135
1581597510206,134
1581597510283,135
1581597510309,134
1581597510464,133
1581597510490,134
1581597510569,135
1581597510619,134
1581597510773,135
1581597510825,134
1581597510876,135
1581597510928,134
1581597510979,135
1581597511004,134
1581597511029,135
1581597511080,134
1581597511106,135
1581597511134,134
1581597511185,135
1581597511312,133
1581597511446,135
1581597511473,134
1581597511550,133
1581597511577,134
1581597511655,135
1581597511707,134
1581597511732,135
1581597511758,133
1581597511837,135
1581597511864,134
1581597511969,135
1581597511997,133
1581597512023,134
1581597512128,135
1581597512153,133
1581597512256,135
1581597512282,134
1581597512335,135
1581597512441,133
1581597512699,135
1581597512751,134
1581597512777,135
1581597512804,133
1581597512829,135
1581597512855,134
1581597512880,135
1581597512983,134
1581597513035,135
1581597513198,134
1581597513458,133
1581597513508,134
1581597513533,135
1581597513558,134
1581597513691,135
1581597513716,134
1581597513741,135
1581597513791,134
1581597513897,133
1581597513922,134
1581597514132,133
1581597514186,135
1581597514237,134
1581597514364,133
1581597514390,134
1581597514468,135
1581597514494,134
1581597514546,135
1581597514601,134
1581597514758,135
1581597514809,134
1581597514861,135
1581597514888,134
1581597514942,133
1581597514995,134
1581597515020,135
1581597515150,134
1581597515176,135
1581597515202,134
1581597515229,135
1581597515308,134
1581597515362,133
1581597515386,134
1581597515439,135
1581597515465,134
1581597515543,132
1581597515569,134
1581597515620,133
1581597515644,134
1581597515669,135
1581597515772,134
1581597515853,135
1581597515931,134
1581597515984,135
1581597516012,134
1581597516061,133
1581597516086,135
1581597516138,134
1581597516216,133
1581597516269,134
1581597516295,133
1581597516321,134
1581597516348,135
1581597516374,134
1581597516425,133
1581597516451,134
1581597516504,135
1581597516556,134
1581597516869,135
1581597516919,134
1581597516946,135
1581597516971,134
1581597517078,135
1581597517129,134
1581597517154,135
1581597517180,134
1581597517360,135
1581597517492,134
1581597517544,135
1581597517629,134
1581597517761,135
1581597517839,134
1581597517999,135
1581597518076,134
1581597518154,133
1581597518180,134
1581597518206,135
1581597518232,134
1581597518309,135
1581597518335,134
1581597518410,133
1581597518436,134
1581597518461,135
1581597518537,134
1581597518564,135
1581597518620,134
1581597518647,135
1581597518675,134
1581597518806,133
1581597518831,135
1581597518910,134
1581597519069,135
1581597519097,134
1581597519124,135
1581597519151,134
1581597519204,135
1581597519230,133
1581597519255,135
1581597519331,134
1581597519357,133
1581597519383,134
1581597519436,135
1581597519513,134
1581597519539,135
1581597519566,134
1581597519671,135
1581597519697,134
1581597519723,135
1581597519750,134
1581597519855,135
1581597520037,134
1581597520090,135
1581597520195,134
1581597520221,133
1581597520247,135
1581597520408,134
1581597520539,135
1581597520593,134
1581597520646,135
1581597520801,134
1581597520960,135
1581597520985,134
1581597521037,132
1581597521062,134
1581597521274,133
1581597521378,134
1581597521985,133
1581597522011,135
1581597522353,134
1581597522405,135
1581597522431,134
1581597522721,135
1581597522747,134
1581597522799,135
1581597522824,133
1581597522850,135
1581597522930,134
1581597522958,133
1581597522984,135
1581597523012,134
1581597523065,135
1581597523090,134
1581597523116,135
1581597523142,134
1581597523276,135
1581597523301,134
1581597523378,135
1581597523404,134
1581597523510,135
1581597523614,134
1581597523642,135
1581597523693,134
1581597523721,135
1581597523802,134
1581597523905,135
1581597524007,134
1581597524112,135
1581597524139,134
1581597524192,135
1581597524245,134
1581597524375,135
1581597524400,134
1581597524556,135
1581597524582,134
1581597524768,135
1581597524821,134
1581597524900,135
1581597525055,134
1581597525080,135
1581597525106,134
1581597525158,133
1581597525183,134
1581597525313,132
1581597525339,134
1581597525392,135
1581597525496,134
1581597525521,135
1581597525548,134
1581597525652,135
1581597525679,134
1581597525813,135
1581597525839,135
1581597525999,133
1581597526024,134
1581597526129,134
1581597526257,135
1581597526361,133
1581597526386,134
1581597526440,135
1581597526596,134
1581597526675,135
1581597526753,133
1581597526833,133
1581597526858,135
1581597526988,134
1581597527014,133
1581597527039,135
1581597527634,133
1581597527661,134
1581597527847,133
1581597527872,134
1581597527927,135
1581597527978,134
1581597528107,135
1581597528136,134
1581597528161,135
1581597528239,134
1581597528266,135
1581597528292,134
1581597528345,135
1581597528529,133
1581597528554,135
1581597528680,134
1581597528732,135
1581597528757,134
1581597529046,135
1581597529123,134
1581597529306,135
1581597529331,134
1581597529410,135
1581597529435,134
1581597529590,135
1581597529643,134
1581597529749,133
1581597529775,134
1581597529826,133
1581597529851,134
1581597529957,135
1581597529983,134
1581597530034,135
1581597530114,134
1581597530270,135
1581597530377,134
1581597530458,135
1581597530512,134
1581597530694,135
1581597530774,134
1581597530826,135
1581597530852,134
1581597530930,135
1581597530982,134
1581597531115,135
1581597531196,134
1581597531384,135
1581597531408,134
1581597531512,135
1581597531538,133
1581597531564,135
1581597531589,134
1581597531745,135
1581597531771,134
1581597531898,133
1581597531924,135
1581597531977,133
1581597532002,135
1581597532029,134
1581597532054,135
1581597532080,134
1581597532105,133
1581597532130,134
1581597532396,135
1581597532498,134
1581597532601,135
1581597532680,134
1581597532814,135
1581597532891,134
1581597532941,133
1581597532969,134
1581597533021,133
1581597533047,135
1581597533100,134
1581597533153,133
1581597533178,134
1581597533231,135
1581597533364,134
1581597533442,135
1581597533522,134
1581597533626,135
1581597533653,134
1581597533757,135
1581597533785,134
1581597533838,133
1581597533864,135
1581597533915,134
1581597533940,135
1581597533966,134
1581597534128,135
1581597534232,133
1581597534309,134
1581597534490,133
1581597534543,134
1581597534644,135
1581597534669,133
1581597534749,135
1581597535036,133
1581597535062,135
1581597535087,134
1581597535113,135
1581597535140,134
1581597535354,135
1581597535485,134
1581597535511,135
1581597535537,134
1581597535589,135
1581597535668,134
1581597535722,135
1581597535880,134
1581597535906,135
1581597535931,134
1581597536168,135
1581597536220,134
1581597536377,133
1581597536405,134
1581597536480,135
1581597536506,134
1581597536586,135
1581597536638,134
1581597536663,135
1581597536690,134
1581597536716,135
1581597536742,134
1581597536769,133
1581597536795,134
1581597537003,135
1581597537028,133
1581597537054,135
1581597537080,134
1581597537134,135
1581597537159,134
1581597537212,135
1581597537290,134
1581597537626,135
1581597537651,134
1581597537678,135
1581597537706,134
1581597537732,135
1581597537759,134
1581597537783,135
1581597537809,134
1581597537837,133
1581597537863,134
1581597537890,133
1581597537917,134
1581597538099,135
1581597538126,134
1581597538179,135
1581597538232,133
1581597538259,134
1581597538385,135
1581597538412,134
1581597538567,135
1581597538621,134
1581597538673,135
1581597538699,134
1581597539114,133
1581597539190,134
1581597539297,135
1581597539323,134
1581597539377,133
1581597539404,135
1581597539716,133
1581597539741,134
1581597539792,135
1581597539818,133
1581597539844,134
1581597539973,133
1581597539999,135
1581597540078,134
1581597540104,135
1581597540130,134
1581597540235,135
1581597540288,134
1581597540314,135
1581597540341,134
1581597540418,133
1581597540447,135
1581597540525,134
1581597540576,133
1581597540629,135
1581597540657,133
1581597540683,135
1581597540813,133
1581597541047,135
1581597541151,134
1581597541230,133
1581597541255,133
1581597541336,135
1581597541361,134
1581597541675,135
1581597541704,134
1581597541779,135
1581597541857,133
1581597541883,135
1581597541935,134
1581597542173,135
1581597542255,134
1581597542307,135
1581597542435,133
1581597542514,133
1581597542539,134
1581597542801,135
1581597542827,134
1581597542879,135
1581597542905,132
1581597542931,134
1581597542984,135
1581597543010,134
1581597543036,135
1581597543114,134
1581597543166,133
1581597543192,135
1581597543295,134
1581597543322,133
1581597543350,135
1581597543401,135
1581597543428,135
1581597543506,134
1581597543587,133
1581597543612,134
1581597544242,133
1581597544484,135
1581597545082,133
1581597545108,134
1581597545338,135
1581597545392,134
1581597545520,135
1581597545545,134
1581597545597,135
1581597545650,134
1581597545679,133
1581597545704,135
1581597546071,133
1581597546096,134
1581597546176,135
1581597546202,134
1581597546280,133
1581597546306,134
1581597546385,135
1581597546438,134
1581597546620,135
1581597546646,134
1581597546697,135
1581597546723,134
1581597547010,135
1581597547034,134
1581597547062,135
1581597547089,134
1581597547193,133
1581597547243,134
1581597547374,133
1581597547400,134
1581597548055,133
1581597548081,135
1581597548160,134
1581597548294,135
1581597548399,134
1581597548425,135
1581597548452,134
1581597548503,135
1581597548606,134
1581597548631,135
1581597548762,134
1581597548970,135
1581597549072,134
1581597549153,135
1581597549258,134
1581597549333,135
1581597549357,133
1581597549383,135
1581597549407,134
1581597549432,135
1581597549486,134
1581597549563,133
1581597549588,134
1581597549742,133
1581597549796,135
1581597549874,134
1581597549979,135
1581597550111,133
1581597550137,134
1581597550189,135
1581597550269,134
1581597550321,133
1581597550373,134
1581597550476,135
1581597550502,134
1581597550554,133
1581597550608,135
1581597550686,134
1581597550765,133
1581597550791,135
1581597550974,133
1581597551027,135
1581597551129,134
1581597551154,132
1581597551181,134
1581597551234,135
1581597551259,134
1581597551364,135
1581597551392,134
1581597551705,135
1581597551809,134
1581597551863,135
1581597551915,135
1581597551944,135
1581597552020,133
1581597552046,135
1581597552071,134
1581597552096,135
1581597552197,134
1581597552276,135
1581597552303,134
1581597552433,135
1581597552458,133
1581597552510,135
1581597552642,134
1581597552723,135
1581597552858,134
1581597553030,135
1581597553057,134
1581597553082,135
1581597553107,135
1581597553161,135
1581597553343,134
1581597553370,133
1581597553396,134
1581597553422,135
1581597553448,134
1581597553499,135
1581597553707,134
1581597553759,133
1581597553785,134
1581597553812,135
1581597553890,134
1581597554757,135
1581597554809,134
1581597554834,135
1581597554940,134
1581597555042,135
1581597555195,134
1581597555300,135
1581597555328,134
1581597555378,135
1581597555428,133
1581597555504,134
1581597555949,133
1581597556157,135
1581597556312,133
1581597556339,134
1581597556390,135
1581597556415,134
1581597556518,135
1581597556620,134
1581597556884,133
1581597556909,134
1581597556936,135
1581597556987,134
1581597557166,135
1581597557195,134
1581597557250,135
1581597557306,134
1581597557331,135
1581597557360,134
1581597557498,135
1581597557554,134
1581597557609,133
1581597557634,134
1581597557690,135
1581597557742,134
1581597557794,135
1581597557819,134
1581597557844,135
1581597557898,134
1581597557977,133
1581597558004,134
1581597558082,135
1581597558163,134
1581597558244,135
1581597558375,134
1581597558481,135
1581597558506,134
1581597558615,133
1581597558641,135
1581597558666,135
1581597558696,133
1581597558722,135
1581597559658,133
1581597559685,134
1581597559735,133
1581597559763,135
1581597559841,134
1581597559894,133
1581597559920,134
1581597559974,135
1581597560000,134
1581597560079,135
1581597560106,134
1581597560157,135
1581597560238,134
1581597560341,133
1581597560371,134
1581597560556,135
1581597560582,133
1581597560609,134
1581597560774,135
1581597560799,134
1581597560828,135
1581597560883,134
1581597560935,135
1581597560987,135
1581597561013,133
1581597561041,135
1581597561148,134
1581597561359,135
1581597561414,134
1581597561465,135
1581597561492,134
1581597561631,135
1581597561708,134
1581597561816,133
1581597561842,134
1581597561919,135
1581597561947,134
1581597562080,135
1581597562216,134
1581597562272,135
1581597562323,134
1581597562352,135
1581597562407,134
1581597562567,135
1581597562595,134
1581597562699,135
1581597562726,134
1581597562753,135
1581597562807,134
1581597562859,133
1581597562884,134
1581597562940,135
1581597563101,133
1581597563131,135
1581597563290,134
1581597563320,135
1581597563400,134
1581597563513,133
1581597563538,135
1581597563589,134
1581597563670,132
1581597563696,134
1581597563774,135
1581597563800,135
1581597563881,135
1581597563962,134
1581597564313,135
1581597564364,133
1581597564389,134
1581597564464,135
1581597564489,134
1581597564593,135
1581597564643,134
1581597564672,135
1581597564697,134
1581597564823,135
1581597564899,134
1581597564924,135
1581597564950,134
1581597565055,135
1581597565131,134
1581597565207,135
1581597565257,134
1581597565284,135
1581597565388,134
1581597565567,133
1581597565592,134
1581597565645,135
1581597565671,134
1581597565902,135
1581597565983,134
1581597566034,135
1581597566060,134
1581597566111,135
1581597566166,134
1581597566346,133
1581597566371,134
1581597566474,133
1581597566500,134
1581597566525,135
1581597566654,134
1581597566782,135
1581597566808,134
1581597566858,135
1581597566883,134
1581597566909,133
1581597566934,134
1581597567065,135
1581597567090,134
1581597567168,135
1581597567219,134
1581597567373,133
1581597567398,134
1581597567449,135
1581597567499,134
1581597567527,135
1581597567553,133
1581597567604,135
1581597567733,134
1581597567809,133
1581597567835,134
1581597567861,135
1581597567889,134
1581597567964,133
1581597567991,134
1581597568042,135
1581597568094,134
1581597568118,135
1581597568144,134
1581597568168,135
1581597568193,134
1581597568244,135
1581597568344,134
1581597568395,135
1581597568473,134
1581597568499,135
1581597568550,134
1581597568703,135
1581597568755,133
1581597568856,135
1581597568882,134
1581597569082,135
1581597569108,134
1581597569159,135
1581597569185,134
1581597569211,135
1581597569288,134
1581597569363,135
1581597569389,134
1581597569569,135
1581597569621,134
1581597569753,135
1581597569804,134
1581597569829,135
1581597569853,134
1581597569957,135
1581597570031,134
1581597570107,135
1581597570133,133
1581597570159,134
1581597570338,133
1581597570363,134
1581597570389,135
1581597570466,134
1581597570492,133
1581597570517,134
1581597570571,135
1581597570648,134
1581597570674,135
1581597570725,133
1581597570750,134
1581597570852,135
1581597570878,134
1581597570981,135
1581597571005,134
1581597571030,135
1581597571084,134
1581597571110,135
1581597571136,134
1581597571162,135
1581597571188,134
1581597571213,135
1581597571238,134
1581597571290,135
1581597571340,134
1581597571492,134
1581597571644,133
1581597571670,135
1581597571748,134
1581597571799,135
1581597571825,134
1581597571850,135
1581597571904,134
1581597572096,135
1581597572202,134
1581597572284,135
1581597572339,134
1581597572418,133
1581597572443,134
1581597572493,135
1581597572571,134
1581597572677,135
1581597572757,134
1581597572887,133
1581597572913,135
1581597572965,134
1581597573093,135
1581597573122,134
1581597573402,135
1581597573452,134
1581597573504,133
1581597573556,134
1581597573785,135
1581597573810,134
1581597574020,135
1581597574072,134
1581597574205,135
1581597574307,134
1581597574334,133
1581597574358,134
1581597574438,135
1581597574543,133
1581597574569,134
1581597574705,135
1581597574730,134
1581597574836,135
1581597574860,134
1581597574914,135
1581597574939,134
1581597574971,135
