time,value
1581597267079,134
1581597267104,135
1581597267205,133
1581597267257,135
1581597267283,134
1581597267333,135
1581597267383,134
1581597267408,135
1581597267437,134
1581597267462,135
1581597267487,133
1581597267513,135
1581597267537,135
1581597267692,134
1581597267744,135
1581597267901,134
1581597267926,135
1581597268059,134
1581597268186,135
1581597268340,134
1581597268365,135
1581597268490,134
1581597268515,135
1581597268666,134
1581597268692,135
1581597268745,134
1581597268771,135
1581597268897,134
1581597268949,135
1581597269106,134
1581597269132,135
1581597269285,134
1581597269361,135
1581597269537,134
1581597269612,135
1581597269945,134
1581597269971,135
1581597269997,134
1581597270048,135
1581597270074,133
1581597270098,135
1581597270634,133
1581597270659,135
1581597270810,134
1581597270834,135
1581597270884,134
1581597270910,135
1581597270987,134
1581597271061,135
1581597271086,134
1581597271137,135
1581597271239,134
1581597271292,135
1581597271496,133
1581597271522,134
1581597271547,135
1581597271650,134
1581597271701,135
1581597271726,134
1581597271752,135
1581597271851,134
1581597271877,135
1581597271977,134
1581597272003,135
1581597272055,134
1581597272104,135
1581597272283,134
1581597272334,135
1581597272359,134
1581597272385,135
1581597272540,134
1581597272565,135
1581597272770,133
1581597272795,134
1581597272820,135
1581597272922,134
1581597272947,135
1581597272972,134
1581597272998,135
1581597273048,135
1581597273099,135
1581597273177,134
1581597273228,135
1581597273304,134
1581597273382,135
1581597273406,133
1581597273431,134
1581597274271,133
1581597274297,135
1581597274397,134
1581597274423,135
1581597274599,134
1581597274650,135
1581597274676,134
1581597274701,135
1581597274881,134
1581597274907,133
1581597274933,135
1581597275549,133
1581597275576,135
1581597275681,134
1581597275706,135
1581597275988,134
1581597276013,135
1581597276065,134
1581597276140,135
1581597276167,134
1581597276219,135
1581597276346,133
1581597276373,135
1581597276549,134
1581597276575,135
1581597276754,133
1581597276780,135
1581597276806,134
1581597276857,135
1581597276935,133
1581597276963,133
1581597276987,135
1581597277013,135
1581597277039,134
1581597277065,135
1581597277191,134
1581597277241,135
1581597277342,134
1581597277367,135
1581597277632,134
1581597277659,135
1581597277737,134
1581597277764,135
1581597277791,135
1581597277820,135
1581597277845,135
1581597277874,135
1581597277953,134
1581597278003,135
1581597278029,133
1581597278054,135
1581597280565,133
1581597280590,135
1581597280615,134
1581597280692,135
1581597280791,134
1581597280817,135
1581597280917,134
1581597280942,135
1581597280993,134
1581597281018,135
1581597281044,134
1581597281070,135
1581597281096,135
1581597281121,135
1581597281199,134
1581597281276,135
1581597281401,134
1581597281502,135
1581597281634,134
1581597281659,135
1581597281864,134
1581597281915,135
1581597282017,134
1581597282094,135
1581597282120,134
1581597282146,135
1581597282221,134
1581597282323,135
1581597282425,134
1581597282501,135
1581597282578,134
1581597282602,135
1581597282653,134
1581597282756,135
1581597282859,134
1581597283011,135
1581597283112,134
1581597283162,135
1581597283313,134
1581597283338,135
1581597283540,134
1581597283565,135
1581597283591,135
1581597283617,135
1581597283695,134
1581597283853,135
1581597283928,134
1581597283980,135
1581597284031,133
1581597284056,135
1581597284234,134
1581597284259,135
1581597284386,134
1581597284412,135
1581597284438,133
1581597284464,135
1581597284566,134
1581597284592,135
1581597284668,133
1581597284694,135
1581597284744,134
1581597284794,135
1581597284819,134
1581597284871,135
1581597285024,133
1581597285077,135
1581597285180,134
1581597285205,135
1581597285433,134
1581597285511,135
1581597285587,134
1581597285612,135
1581597285638,134
1581597285714,135
1581597285867,133
1581597285892,134
1581597285917,135
1581597285968,133
1581597285993,135
1581597287531,133
1581597287582,135
1581597287659,134
1581597287685,135
1581597287710,134
1581597287785,135
1581597287811,134
1581597287861,135
1581597287888,134
1581597288015,133
1581597288040,135
1581597288067,135
1581597288143,135
1581597288396,134
1581597288498,135
1581597288550,134
1581597288650,135
1581597288753,134
1581597288779,135
1581597288857,133
1581597288882,134
1581597288908,133
1581597288933,135
1581597289008,134
1581597289134,135
1581597289235,134
1581597289313,133
1581597289340,135
1581597289470,134
1581597289549,135
1581597289650,134
1581597289676,133
1581597289703,135
1581597289914,134
1581597289940,135
1581597290069,134
1581597290096,135
1581597290149,134
1581597290174,135
1581597290305,134
1581597290382,135
1581597290407,134
1581597290432,135
1581597290507,134
1581597290584,135
1581597290662,134
1581597290739,135
1581597290764,134
1581597290867,135
1581597290920,134
1581597290945,135
1581597290973,134
1581597291023,135
1581597291188,134
1581597291216,135
1581597291296,134
1581597291350,135
1581597291377,135
1581597291479,135
1581597291557,134
1581597291607,135
1581597291714,134
1581597291740,135
1581597291791,134
1581597291869,135
1581597291921,134
1581597291977,135
1581597292002,134
1581597292055,133
1581597292081,135
1581597292209,134
1581597292262,135
1581597292389,134
1581597292415,133
1581597292440,133
1581597292491,133
1581597292517,135
1581597292617,133
1581597292642,134
1581597292770,135
1581597292823,134
1581597292925,135
1581597292977,134
1581597293002,135
1581597293028,134
1581597293053,135
1581597293080,134
1581597293182,135
1581597293233,134
1581597293284,133
1581597293310,134
1581597293335,135
1581597293360,134
1581597293385,135
1581597293485,134
1581597293586,135
1581597293661,134
1581597293687,135
1581597293713,134
1581597293763,135
1581597293790,134
1581597293815,135
1581597293866,134
1581597293967,135
1581597294045,134
1581597294071,135
1581597294097,134
1581597294121,135
1581597294198,133
1581597294225,135
1581597294299,134
1581597294350,135
1581597294375,134
1581597294400,135
1581597294425,134
1581597294450,135
1581597294501,134
1581597294577,135
1581597294602,134
1581597294626,135
1581597294652,134
1581597294678,135
1581597294728,134
1581597294753,135
1581597294778,134
1581597294830,135
1581597294907,134
1581597294984,133
1581597295010,135
1581597295393,134
1581597295419,135
1581597295445,134
1581597295496,133
1581597295521,134
1581597295674,134
1581597295700,135
1581597295752,134
1581597295776,135
1581597295828,134
1581597295854,133
1581597295880,135
1581597295931,134
1581597295956,135
1581597296007,134
1581597296033,135
1581597296059,134
1581597296160,135
1581597296211,134
1581597296236,133
1581597296261,134
1581597296313,133
1581597296338,135
1581597296414,134
1581597296540,135
1581597296617,134
1581597296669,135
1581597296850,134
1581597296925,135
1581597297002,134
1581597297029,135
1581597297104,134
1581597297130,135
1581597297155,134
1581597297237,135
1581597297288,133
1581597297314,135
1581597298383,134
1581597298460,135
1581597298515,135
1581597298540,135
1581597298565,134
1581597298616,135
1581597298641,134
1581597298692,135
1581597298743,134
1581597298769,135
1581597298794,133
1581597298820,135
1581597298845,134
1581597298896,135
1581597298947,134
1581597298997,135
1581597299047,133
1581597299072,135
1581597299201,133
1581597299227,135
1581597299328,134
1581597299378,135
1581597299403,134
1581597299430,135
1581597299480,134
1581597299581,135
1581597299607,134
1581597299706,135
1581597299731,134
1581597299757,135
1581597299809,134
1581597299911,135
1581597299936,134
1581597299961,135
1581597300038,134
1581597300066,135
1581597300118,134
1581597300144,135
1581597300196,134
1581597300221,135
1581597300246,134
1581597300273,135
1581597300299,134
1581597300324,135
1581597300425,133
1581597300451,134
1581597300503,135
1581597300553,134
1581597300579,135
1581597300657,134
1581597300708,135
1581597300733,134
1581597300787,135
1581597300838,134
1581597300865,135
1581597300915,134
1581597300940,135
1581597300966,135
1581597300991,135
1581597301070,134
1581597301175,135
1581597301199,134
1581597301249,135
1581597301299,134
1581597301324,133
1581597301349,134
1581597301400,133
1581597301426,135
1581597301453,134
1581597301604,135
1581597301629,134
1581597301654,135
1581597301680,134
1581597301731,135
1581597301756,134
1581597301781,135
1581597301909,134
1581597301934,135
1581597301986,133
1581597302011,135
1581597302166,134
1581597302218,135
1581597302268,134
1581597302421,135
1581597302447,133
1581597302472,135
1581597302809,133
1581597302834,133
1581597302860,135
1581597303125,134
1581597303202,133
1581597303227,135
1581597303252,134
1581597303279,135
1581597303304,134
1581597303355,135
1581597303380,134
1581597303406,135
1581597303432,134
1581597303483,133
1581597303508,134
1581597303534,135
1581597303588,134
1581597303743,135
1581597303794,134
1581597303819,135
1581597303845,134
1581597303928,135
1581597304005,134
1581597304135,133
1581597304161,135
1581597304266,134
1581597304292,133
1581597304317,134
1581597304370,133
1581597304397,134
1581597304499,133
1581597304524,135
1581597304978,133
1581597305002,135
1581597305344,133
1581597305421,134
1581597305549,133
1581597305574,135
1581597305624,133
1581597305650,135
1581597305753,134
1581597305831,135
1581597305881,134
1581597305956,135
1581597306008,134
1581597306059,133
1581597306084,135
1581597306110,134
1581597306134,135
1581597306160,134
1581597306263,135
1581597306290,134
1581597306342,135
1581597306394,134
1581597306420,133
1581597306445,135
1581597307240,133
1581597307265,134
1581597307319,135
1581597307345,134
1581597307423,135
1581597307448,134
1581597307498,135
1581597307631,134
1581597307656,135
1581597307682,134
1581597307733,135
1581597307860,133
1581597307909,135
1581597308090,134
1581597308115,135
1581597308141,134
1581597308166,135
1581597308269,134
1581597308323,133
1581597308348,135
1581597308398,133
1581597308424,135
1581597308449,134
1581597308475,135
1581597308528,134
1581597308556,135
1581597308581,134
1581597308606,135
1581597308737,134
1581597308813,135
1581597308865,134
1581597308891,135
1581597308918,134
1581597308970,133
1581597308996,135
1581597309120,134
1581597309273,135
1581597309323,134
1581597309373,135
1581597309474,134
1581597309500,135
1581597309552,134
1581597309577,135
1581597309603,134
1581597309655,135
1581597309784,134
1581597309808,135
1581597309860,134
1581597309887,135
1581597309937,134
1581597310164,135
1581597310190,134
1581597310241,135
1581597310267,134
1581597310318,135
1581597310396,134
1581597310523,135
1581597310574,134
1581597310625,132
1581597310650,134
1581597310675,135
1581597310800,134
1581597310851,133
1581597310876,135
1581597310952,134
1581597311028,133
1581597311053,135
1581597311129,133
1581597311155,135
1581597311180,134
1581597311232,135
1581597311257,134
1581597311412,135
1581597311462,134
1581597311589,135
1581597311640,134
1581597311742,135
1581597311843,134
1581597311922,135
1581597311974,133
1581597311999,134
1581597312050,135
1581597312076,134
1581597312152,135
1581597312203,134
1581597312228,135
1581597312253,134
1581597312458,135
1581597312534,133
1581597312561,135
1581597312636,134
1581597312662,135
1581597312738,134
1581597312789,133
1581597312814,134
1581597312840,135
1581597312916,134
1581597313047,135
1581597313099,134
1581597313150,133
1581597313176,134
1581597313276,135
1581597313301,134
1581597313426,133
1581597313452,135
1581597313553,135
1581597313603,134
1581597313630,135
1581597313655,134
1581597313706,135
1581597313732,134
1581597313783,135
1581597313808,134
1581597313911,135
1581597313988,133
1581597314119,135
1581597314144,134
1581597314273,135
1581597314373,134
1581597314524,135
1581597314550,134
1581597314679,135
1581597314729,134
1581597314755,135
1581597314806,134
1581597314884,135
1581597314933,134
1581597314984,135
1581597315034,134
1581597315160,135
1581597315184,134
1581597315210,135
1581597315236,134
1581597315363,133
1581597315388,135
1581597315440,134
1581597315540,133
1581597315567,134
1581597315720,134
1581597315771,135
1581597315898,133
1581597315948,135
1581597315973,134
1581597316101,132
1581597316127,134
1581597316178,135
1581597316203,134
1581597316306,135
1581597316332,134
1581597316384,133
1581597316410,135
1581597316436,134
1581597316485,135
1581597316563,134
1581597316587,135
1581597316613,133
1581597316638,135
1581597316687,134
1581597316739,135
1581597316765,133
1581597316842,135
1581597317044,133
1581597317070,135
1581597317147,134
1581597317198,135
1581597317250,134
1581597317276,135
1581597317377,134
1581597317427,135
1581597317479,134
1581597317505,135
1581597317531,134
1581597317633,135
1581597317685,134
1581597317710,135
1581597317762,134
1581597317787,135
1581597317837,134
1581597317965,135
1581597317989,133
1581597318015,134
1581597318067,135
1581597318117,134
1581597318143,135
1581597318168,134
1581597318194,135
1581597318220,134
1581597318323,135
1581597318399,134
1581597318551,135
1581597318628,134
1581597318730,135
1581597318807,134
1581597318881,133
1581597318907,134
1581597318984,135
1581597319059,134
1581597319135,135
1581597319213,134
1581597319239,135
1581597319265,134
1581597319290,135
1581597319316,133
1581597319422,135
1581597319472,134
1581597319573,133
1581597319599,135
1581597319625,134
1581597319807,135
1581597319858,134
1581597319938,133
1581597319962,135
1581597320013,134
1581597320041,135
1581597320091,134
1581597320196,135
1581597320220,134
1581597320379,133
1581597320404,134
1581597320455,135
1581597320507,134
1581597320661,135
1581597320686,134
1581597320738,135
1581597320762,134
1581597320845,135
1581597320871,134
1581597320897,135
1581597320948,134
1581597320975,133
1581597321000,134
1581597321050,133
1581597321076,134
1581597321129,135
1581597321180,132
1581597321208,134
1581597321288,135
1581597321315,134
1581597321342,135
1581597321368,134
1581597321471,135
1581597321498,134
1581597321627,135
1581597321652,133
1581597321703,135
1581597321808,134
1581597321834,135
1581597321859,133
1581597321885,135
1581597321911,135
1581597322044,134
1581597322123,133
1581597322148,135
1581597322173,134
1581597322327,135
1581597322379,134
1581597322506,135
1581597322531,134
1581597322583,135
1581597322633,134
1581597322737,135
1581597322763,134
1581597322790,135
1581597322842,134
1581597322922,135
1581597322972,134
1581597322999,135
1581597323024,134
1581597323206,135
1581597323231,134
1581597323388,135
1581597323440,134
1581597323491,135
1581597323517,134
1581597323543,135
1581597323568,134
1581597323592,135
1581597323698,134
1581597323722,133
1581597323748,135
1581597323930,133
1581597323955,134
1581597324009,133
1581597324034,133
1581597324059,135
1581597324140,134
1581597324324,135
1581597324376,134
1581597324427,135
1581597324453,134
1581597324480,135
1581597324557,134
1581597324636,135
1581597324714,134
1581597324820,135
1581597324848,134
1581597324900,135
1581597324952,134
1581597325089,133
1581597325115,134
1581597325244,133
1581597325269,135
1581597325479,133
1581597325531,135
1581597325585,134
1581597325610,135
1581597325638,134
1581597325664,135
1581597325689,133
1581597325741,135
1581597325792,134
1581597325873,135
1581597325924,133
1581597325950,134
1581597326028,135
1581597326053,133
1581597326155,135
1581597326180,134
1581597326256,132
1581597326284,135
1581597326387,134
1581597326438,135
1581597326462,134
1581597326514,135
1581597326646,134
1581597326672,133
1581597326698,135
1581597326964,134
1581597326991,135
1581597327015,134
1581597327147,133
1581597327173,134
1581597328058,133
1581597328083,134
1581597328448,134
1581597328476,135
1581597328501,134
1581597328526,135
1581597328552,134
1581597328604,135
1581597328683,134
1581597328763,135
1581597328789,134
1581597328868,135
1581597328895,134
1581597329101,135
1581597329180,134
1581597329205,135
1581597329257,134
1581597329283,135
1581597329334,134
1581597329387,135
1581597329415,134
1581597329518,133
1581597329545,134
1581597329624,135
1581597329649,134
1581597329674,135
1581597329699,134
1581597329724,133
1581597329749,135
1581597329776,134
1581597329801,135
1581597329826,134
1581597329961,133
1581597329986,134
1581597330064,133
1581597330144,135
1581597330220,134
1581597330271,135
1581597330324,133
1581597330349,134
1581597330375,135
1581597330453,134
1581597330480,135
1581597330505,134
1581597330583,135
1581597330610,134
1581597330636,135
1581597330689,134
1581597330741,135
1581597330767,134
1581597330874,135
1581597330899,133
1581597330979,135
1581597331004,133
1581597331030,135
1581597331082,134
1581597331107,135
1581597331132,133
1581597331212,135
1581597331340,132
1581597331367,135
1581597331394,134
1581597331448,135
1581597331473,134
1581597331499,135
1581597331527,134
1581597331580,133
1581597331605,135
1581597331631,134
1581597331656,135
1581597331708,133
1581597331734,135
1581597331760,134
1581597331785,135
1581597331810,134
1581597331861,135
1581597331912,134
1581597332013,133
1581597332038,134
1581597332114,135
1581597332165,134
1581597332190,135
1581597332266,134
1581597332315,135
1581597332366,134
1581597332469,135
1581597332545,134
1581597332572,135
1581597332597,133
1581597332622,135
1581597332647,134
1581597332697,135
1581597332748,134
1581597332773,135
1581597332798,134
1581597332874,135
1581597332925,134
1581597332951,135
1581597332975,134
1581597333001,135
1581597333050,134
1581597333100,135
1581597333125,134
1581597333150,135
1581597333175,134
1581597333277,135
1581597333406,134
1581597333558,135
1581597333633,134
1581597333916,135
1581597333992,134
1581597334017,135
1581597334067,134
1581597334093,135
1581597334119,134
1581597334144,135
1581597334170,134
1581597334195,135
1581597334221,134
1581597334248,135
1581597334298,134
1581597334323,135
1581597334425,134
1581597334451,135
1581597334476,134
1581597334657,135
1581597334709,134
1581597334760,133
1581597334786,133
1581597334812,135
1581597334837,134
1581597334887,135
1581597334936,134
1581597335037,135
1581597335062,134
1581597335088,135
1581597335138,134
1581597335239,135
1581597335290,134
1581597335315,135
1581597335340,134
1581597335495,135
1581597335520,134
1581597335648,133
1581597335674,135
1581597335723,134
1581597335899,135
1581597335949,134
1581597336000,135
1581597336051,134
1581597336077,135
1581597336127,134
1581597336280,135
1581597336306,134
1581597336332,135
1581597336358,134
1581597336408,135
1581597336434,134
1581597336511,135
1581597336536,134
1581597336562,135
1581597336586,134
1581597336662,133
1581597336688,135
1581597336788,133
1581597336814,134
1581597336865,135
1581597336889,134
1581597336914,135
1581597336992,134
1581597337043,135
1581597337069,134
1581597337120,133
1581597337146,135
1581597338322,134
1581597338347,135
1581597338371,134
1581597338397,135
1581597338449,134
1581597338473,135
1581597338527,133
1581597338552,134
1581597338603,135
1581597338679,134
1581597338730,133
1581597338756,134
1581597339112,135
1581597339139,134
1581597339191,135
1581597339318,134
1581597339344,135
1581597339368,134
1581597339394,135
1581597339419,133
1581597339444,135
1581597339856,133
1581597339881,135
1581597339907,135
1581597339958,134
1581597340109,135
1581597340160,134
1581597340184,135
1581597340210,134
1581597340286,135
1581597340311,134
1581597340362,135
1581597340387,134
1581597340490,135
1581597340593,134
1581597340673,135
1581597340697,134
1581597340723,135
1581597340774,134
1581597340799,135
1581597340824,134
1581597341132,135
1581597341158,134
1581597341315,133
1581597341367,135
1581597341392,134
1581597341420,135
1581597341474,134
1581597341602,135
1581597341628,134
1581597341653,135
1581597341679,134
1581597341753,133
1581597341780,134
1581597341804,135
1581597341860,134
1581597341915,133
1581597341940,135
1581597342379,134
1581597342456,135
1581597343385,134
1581597343461,134
1581597344060,133
1581597344086,135
1581597344137,134
1581597344268,135
1581597344295,134
1581597344321,135
1581597344348,134
1581597344373,135
1581597344423,134
1581597344500,133
1581597344525,135
1581597344579,134
1581597344631,133
1581597344656,134
1581597344734,133
1581597344759,135
1581597344893,133
1581597344921,134
1581597344970,135
1581597345020,134
1581597345151,133
1581597345176,135
1581597345203,134
1581597345229,135
1581597345282,134
1581597345334,135
1581597345364,134
1581597345441,135
1581597345495,134
1581597345573,135
1581597345680,134
1581597345782,135
1581597345809,134
1581597345836,135
1581597345861,134
1581597345991,135
1581597346043,134
1581597346095,135
1581597346122,134
1581597346172,135
1581597346306,134
1581597346331,133
1581597346357,134
1581597346987,133
1581597347039,135
1581597347116,134
1581597347244,135
1581597347295,134
1581597347322,135
1581597347373,134
1581597347712,133
1581597347740,134
1581597347893,135
1581597347973,132
1581597348001,134
1581597348027,135
1581597348052,134
1581597348158,132
1581597348183,135
1581597348313,134
1581597348366,135
1581597348392,134
1581597348418,135
1581597348444,134
1581597348522,135
1581597348598,134
1581597348624,135
1581597348649,134
1581597348834,135
1581597348859,134
1581597348936,135
1581597349042,134
1581597349068,135
1581597349093,134
1581597349172,135
1581597349199,134
1581597349357,135
1581597349382,134
1581597349409,135
1581597349488,134
1581597349513,132
1581597349537,134
1581597349562,133
1581597349588,135
1581597349614,135
1581597349665,134
1581597349718,132
1581597349744,135
1581597349900,133
1581597350005,135
1581597350108,133
1581597350137,135
1581597350190,132
1581597350216,135
1581597350270,132
1581597350297,135
1581597350374,130
1581597350399,133
1581597350425,134
1581597350475,135
1581597350502,134
1581597350556,132
1581597350581,134
1581597350661,131
1581597350688,135
1581597350713,134
1581597350740,131
1581597350765,130
1581597350816,134
1581597350945,135
1581597350971,134
1581597351023,135
1581597351050,133
1581597351076,135
1581597351438,134
1581597351465,135
1581597351490,134
1581597351672,135
1581597351698,134
1581597351852,133
1581597351878,135
1581597352085,133
1581597352114,134
1581597352164,135
1581597352190,134
1581597352320,135
1581597352347,134
1581597352400,135
1581597352452,133
1581597352532,133
1581597352556,135
1581597352582,134
1581597352687,133
1581597352713,135
1581597352921,133
1581597352947,135
1581597352973,134
1581597353025,135
1581597353052,134
1581597353129,135
1581597353183,134
1581597353261,135
1581597353316,134
1581597353419,135
1581597353472,135
1581597353580,135
1581597353605,134
1581597353683,134
1581597353762,134
1581597353812,135
1581597353839,134
1581597353866,135
1581597353916,134
1581597354018,135
1581597354044,134
1581597354072,135
1581597354096,134
1581597354279,135
1581597354331,134
1581597354356,135
1581597354407,134
1581597354461,135
1581597354511,134
1581597354592,133
1581597354617,134
1581597354645,135
1581597354779,134
1581597354806,134
1581597354833,135
1581597354858,134
1581597354909,135
1581597354934,134
1581597355037,135
1581597355063,134
1581597355114,135
1581597355142,134
1581597355248,135
1581597355276,133
1581597355302,133
1581597355330,135
1581597355381,134
1581597355407,135
1581597355432,134
1581597355485,133
1581597355511,135
1581597356690,133
1581597356716,134
1581597357027,135
1581597357080,134
1581597357160,135
1581597357314,134
1581597357422,135
1581597357501,134
1581597357632,135
1581597357682,134
1581597357709,135
1581597357759,134
1581597357965,135
1581597357991,134
1581597358018,135
1581597358072,134
1581597358099,135
1581597358124,134
1581597358150,135
1581597358176,133
1581597358256,135
1581597358832,133
1581597358859,134
1581597358910,135
1581597358936,134
1581597359040,135
1581597359169,134
1581597359195,135
1581597359221,133
1581597359327,135
1581597359408,133
1581597359435,134
1581597359460,135
1581597359648,133
1581597359674,134
1581597359725,133
1581597359750,135
1581597359878,132
1581597359903,134
1581597359954,135
1581597360005,134
1581597360055,135
1581597360110,134
1581597360165,135
1581597360190,134
1581597360215,135
1581597360241,134
1581597360266,133
1581597360292,135
1581597360345,135
1581597360372,135
1581597360423,134
1581597360527,135
1581597360604,134
1581597360660,135
1581597360685,134
1581597360790,135
1581597360840,134
1581597360967,135
1581597361045,134
1581597361072,135
1581597361124,133
1581597361150,135
1581597361175,134
1581597361225,135
1581597361276,134
1581597361328,133
1581597361353,135
1581597362468,133
1581597362494,134
1581597362520,135
1581597362598,134
1581597362624,135
1581597362651,134
1581597362885,135
1581597362936,134
1581597363014,135
1581597363041,134
1581597363092,135
1581597363196,134
1581597363275,133
1581597363326,135
1581597363351,134
1581597363402,133
1581597363428,135
1581597363479,133
1581597363505,134
1581597363557,135
1581597363583,134
1581597363611,135
1581597363661,134
1581597363947,133
1581597363975,134
1581597364000,135
1581597364027,134
1581597364157,135
1581597364183,134
1581597364367,133
1581597364418,135
1581597364446,134
1581597364602,135
1581597364655,134
1581597364736,133
1581597364787,134
1581597364812,135
1581597364865,134
1581597364997,135
1581597365022,134
1581597365048,135
1581597365127,134
1581597365204,135
1581597365283,134
1581597365335,133
1581597365389,134
1581597365416,133
1581597365441,135
1581597365516,134
1581597365625,133
1581597365650,135
1581597365677,134
1581597365703,135
1581597365756,133
1581597365781,134
1581597365859,135
1581597365913,134
1581597365965,135
1581597365990,133
1581597366040,135
1581597366092,134
1581597366118,135
1581597366143,134
1581597366168,134
1581597366194,135
1581597366219,133
1581597366244,135
1581597366273,134
1581597366299,135
1581597366354,134
1581597366481,133
1581597366506,134
1581597366531,135
1581597366607,134
1581597366633,135
1581597366658,133
1581597366683,134
1581597366709,135
1581597366736,134
1581597366787,135
1581597366813,134
1581597366838,133
1581597366863,135
1581597366889,133
1581597366939,135
1581597366989,134
1581597367015,135
1581597367040,134
1581597367245,135
1581597367399,134
1581597367476,133
1581597367502,134
1581597367527,135
1581597367629,134
1581597367705,135
1581597367831,134
1581597367882,135
1581597367907,134
1581597367932,135
1581597367983,134
1581597368009,135
1581597368060,134
1581597368239,135
1581597368289,134
1581597368365,133
1581597368416,135
1581597369461,133
1581597369485,135
1581597369510,134
1581597369638,135
1581597369713,134
1581597369767,135
1581597369792,134
1581597369843,133
1581597369868,134
